,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
131286,0,0.060333238,71,0,0.356214595,3000.0,15,0,0,0,0.0
33192,0,0.087739116,47,0,0.251041543,8400.0,5,0,1,0,0.0
21267,0,0.16459177,38,0,0.206143509,4166.0,6,0,1,0,0.0
72460,0,0.001809151,56,0,0.367037989,3500.0,6,0,1,0,0.0
46410,0,0.182522676,50,0,0.081989068,7500.0,13,0,1,0,3.0
64576,0,0.21771157,89,0,317.0,6670.22123739,3,0,0,0,0.0
99481,0,0.244088931,46,0,0.030984508,2000.0,1,0,0,1,0.0
119093,0,0.405405405,58,0,0.233553289,5000.0,11,0,1,0,0.0
146238,0,0.043913027,54,0,0.165405206,10833.0,10,0,1,0,2.0
41781,0,0.05339822,47,0,0.241739318,9290.0,8,0,2,0,0.0
22620,0,0.110299512,37,0,0.082332762,3497.0,7,0,0,0,4.0
35424,0,0.838003857,74,0,0.764174362,10070.0,17,0,2,0,1.0
23260,0,0.714483501,50,0,0.3361002,13492.0,12,0,2,0,0.0
140882,0,0.0,65,0,0.252649836,5188.0,6,0,1,0,0.0
98555,0,0.059280152,32,0,0.209930023,3000.0,5,0,1,0,2.0
33260,0,0.962738564,39,0,0.769607843,1019.0,4,0,0,0,4.0
1223,0,0.065421016,56,1,0.238432226,1836.0,9,0,0,0,0.0
62079,0,0.316334548,48,0,0.198442875,11045.0,6,0,1,0,0.0
124099,0,0.219652023,60,0,0.651455889,2300.0,4,0,1,0,0.0
25589,0,0.673390092,37,0,0.380213719,2900.0,6,0,1,1,3.0
17048,0,0.23101623,77,0,0.565692884,6674.0,23,0,6,0,0.0
73955,0,0.006099523,69,0,0.321814255,4166.0,12,0,2,0,0.0
71860,0,0.104378125,25,0,0.211549139,1800.0,3,0,0,0,0.0
11799,0,0.018174546,64,0,0.016786571,1250.0,6,0,0,0,0.0
38676,0,0.051787686,40,0,0.231576842,10000.0,13,0,1,0,2.0
137029,0,0.189548735,41,0,0.31840796,200.0,3,0,0,0,0.0
139006,0,0.133107012,32,0,0.242380261,3444.0,10,0,0,0,0.0
138833,0,0.349408281,62,0,0.374392492,11933.0,17,0,1,0,0.0
109778,0,0.041328976,67,0,0.405199505,10500.0,12,0,3,0,0.0
23068,0,0.659136907,45,0,0.334610898,6000.0,10,0,1,0,3.0
127371,0,0.277946226,37,0,0.75854829,3333.0,11,0,1,0,1.0
56987,0,0.0,49,0,0.249166694,30300.0,9,0,2,0,2.0
145416,0,0.012314493,80,0,0.002997003,1000.0,2,0,0,0,1.0
129247,0,0.003673037,49,0,0.391536155,3000.0,7,0,1,0,0.0
22575,0,0.04685462,48,0,0.377965639,11000.0,7,0,1,0,2.0
57164,0,0.885556006,55,0,0.198429693,1400.0,1,0,0,0,0.0
113882,0,0.018431397,65,0,0.254604994,2442.0,5,0,1,0,0.0
71668,0,0.899820036,30,0,0.025589897,6017.0,3,0,0,1,0.0
31003,0,0.104404345,45,0,0.328291594,4032.0,8,0,1,0,1.0
25906,0,1.0009999,42,0,0.679731243,6250.0,7,0,2,0,3.0
72920,0,0.022840042,64,0,2088.0,6670.22123739,10,0,1,0,0.0
32854,0,0.03144701,56,0,0.262266928,4075.0,16,0,1,0,0.0
74687,0,0.764353042,69,1,0.256132756,1385.0,3,0,0,0,0.0
11136,0,0.059831304,77,0,0.652555301,2621.0,12,0,1,0,1.0
133669,0,0.0,63,0,0.0,6670.22123739,2,0,0,0,0.757222267861
65184,0,0.126608594,56,0,0.294322132,9492.0,12,0,1,0,0.0
3008,0,0.481303739,42,0,0.108583247,2900.0,9,0,0,0,1.0
29126,0,0.0,67,0,6.0,6670.22123739,10,0,0,0,0.0
58298,0,0.125104486,58,0,3786.0,6670.22123739,12,0,2,0,0.0
141735,0,0.0,54,0,7016.0,6670.22123739,16,0,5,0,0.0
135721,0,0.0,56,0,2488.0,6670.22123739,9,0,2,0,0.757222267861
58526,0,0.165467921,58,0,2520.0,6670.22123739,17,0,2,0,0.0
7882,0,0.056805507,79,0,518.0,6670.22123739,4,0,1,0,0.0
88426,0,0.658822859,47,0,0.052278246,7000.0,5,1,0,0,0.0
127488,0,0.350964904,28,0,1203.5,1.0,12,0,2,0,0.0
24492,0,0.584510387,55,0,0.347070283,6672.0,5,0,1,0,3.0
5613,0,0.000181448,73,0,0.158613795,3000.0,6,0,0,0,0.0
39983,0,0.986202759,33,0,0.424383744,1500.0,11,0,0,0,0.0
146255,0,0.024043133,87,0,27.0,6670.22123739,7,0,0,0,0.757222267861
91353,0,0.062856177,71,0,0.012266238,9945.0,7,0,0,0,0.0
69630,0,0.0,61,0,0.329022797,7500.0,5,0,3,0,1.0
131517,0,0.445972495,51,2,819.0,6670.22123739,7,0,1,0,3.0
122013,0,0.045390318,39,0,0.07955657,9200.0,6,0,0,0,1.0
67291,0,0.612442235,48,0,0.599168183,3846.0,7,0,1,0,1.0
22040,0,0.027603598,56,0,1010.0,6670.22123739,15,0,1,0,0.0
101002,0,0.0,66,0,0.109452073,7500.0,10,0,0,0,0.0
133815,0,0.0,30,0,1.825304394,1888.0,6,0,2,0,0.0
114977,0,0.386451694,43,0,0.200528202,5300.0,6,0,1,0,4.0
6052,0,0.107980143,60,0,0.331766823,10000.0,11,0,1,0,0.0
107191,0,0.0,36,0,0.162313433,2679.0,2,0,0,0,0.0
21066,0,0.505091931,42,0,0.777623487,5040.0,9,0,1,0,2.0
114229,0,0.00040287,84,0,22.0,6670.22123739,11,0,0,0,0.0
136640,0,0.365963404,35,0,0.318935428,4583.0,2,0,1,0,2.0
23384,0,0.991550422,52,0,0.259489021,12250.0,7,0,2,0,0.0
62354,0,0.14579271,80,0,88.0,6670.22123739,3,0,0,0,0.0
87652,0,0.017349133,57,0,1775.0,6670.22123739,12,0,1,0,0.757222267861
93265,0,0.302903952,47,3,0.347587439,7833.0,11,1,1,0,3.0
112096,0,0.007232865,41,0,0.006134969,4400.0,27,0,0,0,0.0
48290,0,0.006481033,68,0,0.313308485,9121.0,10,0,3,0,2.0
38156,0,0.282494112,54,1,0.405708282,5710.0,20,0,2,0,0.0
48791,0,0.383575037,33,1,0.480703859,5000.0,15,0,2,0,0.0
93214,0,0.0,43,1,0.389115911,15416.0,6,0,2,0,0.0
29000,0,0.9999999,47,0,1970.0,6670.22123739,2,1,2,1,0.0
97358,0,0.00888546,54,0,0.048303977,13000.0,5,0,0,0,1.0
3481,0,0.31324725,30,0,0.114670177,6836.0,5,0,0,0,1.0
98329,0,0.057929037,32,0,0.368283338,10700.0,8,0,3,0,0.0
86478,0,0.015493135,80,0,0.004429066,7224.0,10,0,0,0,1.0
116862,0,0.013456054,60,0,0.037984806,2500.0,15,0,0,0,0.0
80420,0,0.425487642,47,0,0.510808494,10500.0,18,0,2,0,0.0
95410,0,0.050662337,56,0,0.515871032,4000.0,12,0,1,0,0.0
145858,0,0.024882919,61,0,0.135434025,6600.0,13,0,0,0,1.0
59101,0,0.363129562,55,0,0.303661972,12424.0,11,0,1,0,1.0
148621,0,0.017506332,44,1,0.286936561,9583.0,8,0,1,0,0.0
147999,0,0.034292375,81,0,0.087608191,9473.0,10,0,0,0,0.0
7508,0,0.226632085,60,0,0.828826654,4141.0,21,0,2,0,0.0
62199,0,0.010307296,81,0,218.0,6670.22123739,2,0,0,0,0.0
44689,0,0.9999999,64,0,0.057459005,7500.0,4,0,0,0,0.0
68525,0,0.0,33,0,3491.0,6670.22123739,3,0,2,0,0.0
144014,0,0.0,36,0,0.532975231,3350.0,7,0,1,0,0.0
42391,0,0.011349716,73,0,0.014271152,980.0,3,0,0,0,0.0
114048,0,0.213545338,61,0,0.499711594,5200.0,7,0,1,0,1.0
4152,0,0.096506839,53,0,0.207320714,16746.0,11,0,2,0,2.0
92033,0,0.325383165,30,0,0.265013322,9757.0,6,0,2,0,3.0
130889,0,0.026406264,90,0,26.0,6670.22123739,7,0,0,0,0.757222267861
6581,0,0.469868513,62,0,0.555505719,4458.0,11,0,2,0,0.0
93634,0,0.668155456,42,0,0.455578512,4839.0,7,0,2,0,2.0
33844,0,0.004825003,74,0,0.485111451,5876.0,11,0,1,0,0.0
92465,0,0.034438284,62,0,1138.0,6670.22123739,13,0,2,0,1.0
130041,0,0.648187633,49,0,0.258064516,2200.0,3,0,0,0,0.0
106709,0,0.0,27,0,0.0,3116.0,4,0,0,0,0.0
93921,0,0.9999999,29,1,781.0,6670.22123739,2,1,0,0,0.0
106764,0,0.260679876,29,0,0.29468599,2276.0,4,0,1,0,0.0
23104,0,0.0115547,29,0,0.089727568,4000.0,9,0,0,0,0.0
2070,0,0.395090522,42,0,3524.0,6670.22123739,7,0,1,0,1.0
111509,0,0.097724496,48,0,0.683697265,4716.0,11,0,2,0,4.0
38272,0,0.46674356,40,0,0.02184415,4760.0,6,0,0,0,2.0
96099,0,0.634332733,48,0,0.233400772,16310.0,10,0,1,0,3.0
110642,0,0.880786139,66,0,1009.0,6670.22123739,3,0,1,0,0.0
90183,0,0.00165428,88,0,4.0,6670.22123739,5,0,0,0,0.757222267861
127695,0,0.261497739,31,0,0.626271333,5800.0,14,0,1,0,0.0
19253,0,0.120826652,42,0,0.098635559,9600.0,9,0,0,0,0.0
113953,0,0.032996909,48,0,0.45281018,6600.0,12,0,2,0,0.0
46806,0,0.87901797,58,1,1.131543168,2941.0,11,0,1,0,0.0
102185,0,0.091307431,43,0,0.353129374,5000.0,6,0,2,0,4.0
68316,0,0.787217199,35,0,0.800906932,4630.0,7,0,1,0,3.0
85123,0,0.18229147,63,0,9929.0,6670.22123739,16,0,5,0,2.0
114588,0,0.050585857,38,1,0.126499684,4750.0,4,1,0,0,0.0
19707,0,0.00135284,73,0,99.0,6670.22123739,17,0,0,0,0.757222267861
92798,0,0.0,53,0,0.235256065,9274.0,8,0,2,0,2.0
3545,0,0.014998636,49,0,0.780129336,1700.0,4,0,1,0,0.0
70395,0,0.024049599,75,0,0.092473357,9007.0,8,0,1,0,0.0
143287,0,0.055029363,54,0,0.332461136,6496.0,13,0,2,0,1.0
78264,0,0.161303996,53,0,125.0,6670.22123739,4,0,0,0,0.0
13501,0,0.014321629,67,0,247.0,6670.22123739,6,0,1,0,0.757222267861
106627,0,0.293244297,68,0,0.517942584,5015.0,6,0,2,0,0.0
7427,0,0.947914107,37,0,0.291753952,5250.0,8,0,0,0,1.0
100878,0,0.294061766,64,0,0.064650422,8166.0,4,0,0,0,0.0
3210,0,0.036089549,47,0,0.220804035,13083.0,10,0,1,0,3.0
31155,0,0.393903031,44,0,0.365019446,8741.0,13,0,2,0,2.0
6411,0,0.042212442,63,0,0.007763975,7083.0,7,0,0,0,2.0
127038,0,0.694270049,50,1,0.394474891,8940.0,16,0,2,0,0.0
17754,0,0.420746155,38,0,0.586174539,3196.0,16,0,2,0,0.0
34397,0,0.024891542,61,1,0.236332944,7700.0,4,0,1,0,1.0
84595,0,0.020559036,70,3,0.23516767,4651.0,9,0,1,0,0.0
87239,0,0.03659109,70,0,1.681034483,1275.0,16,0,2,0,0.0
51121,0,0.064663351,68,0,4797.0,6670.22123739,10,0,1,0,0.0
59326,0,0.9999999,28,0,0.002853067,700.0,1,0,0,1,0.0
82943,0,0.157507611,58,0,0.217778586,5500.0,8,0,1,0,0.0
107709,0,0.0,23,0,0.0,6670.22123739,1,0,0,0,0.0
123930,0,0.012259321,61,0,368.0,6670.22123739,9,0,0,0,0.0
55667,0,1.062645785,50,2,0.179031796,3490.0,8,1,0,1,1.0
95172,0,0.046609643,64,0,0.238055498,9585.0,8,0,2,0,0.0
41662,0,0.09310959,45,0,0.332111315,6000.0,5,0,1,0,5.0
49513,0,0.9999999,34,1,0.052379048,2500.0,2,0,0,0,3.0
102548,0,0.014451426,51,0,0.14010616,8100.0,10,0,1,0,0.0
67515,0,0.30414717,34,0,0.13243762,3646.0,5,0,0,0,1.0
17459,0,0.113788621,68,1,0.005097373,7650.0,2,0,0,0,1.0
127875,0,0.214806643,40,0,0.209684331,7000.0,8,0,1,0,0.0
118401,0,0.609144079,39,0,3656.0,6670.22123739,7,0,2,0,3.0
132343,0,0.802274287,54,0,0.38308919,5392.0,8,0,1,0,1.0
66513,0,0.015260302,56,0,0.460311181,7583.0,5,0,2,0,3.0
81601,0,0.945515954,43,0,1170.0,6670.22123739,10,0,0,0,0.0
135784,0,0.536962973,58,1,0.028175415,4400.0,2,1,0,0,0.0
6194,0,0.024875151,61,1,0.17550077,6489.0,5,0,1,0,2.0
67227,0,0.9999999,64,0,0.194553054,14833.0,6,0,1,0,1.0
143757,0,0.075855518,75,0,0.019762846,4300.0,7,0,0,0,0.0
134219,0,0.045975555,66,0,0.248594329,8358.0,5,0,2,0,0.0
90084,0,0.092851576,66,0,0.169698124,10500.0,9,0,1,0,0.0
13984,0,0.00027827,71,2,0.0,10500.0,10,0,0,0,0.0
99869,0,0.685412583,50,0,0.352490421,5480.0,8,0,1,0,1.0
85201,0,0.117472063,63,0,1.336265494,2500.0,12,0,1,0,1.0
129862,0,0.144839564,61,0,4745.0,6670.22123739,8,0,1,0,0.757222267861
57211,0,0.087192022,37,0,0.421257874,10000.0,11,0,2,0,0.0
101251,0,0.221170345,41,0,2287.0,6670.22123739,6,0,1,0,0.0
146155,0,0.010480383,73,0,0.003964834,5800.0,7,0,0,0,1.0
137622,0,0.128407159,58,0,0.438267993,8544.0,14,0,3,0,1.0
137483,0,0.020546695,48,0,0.791841632,3333.0,5,0,1,0,0.0
88967,0,0.119903641,64,0,1000.0,6670.22123739,2,0,1,0,0.757222267861
114651,0,0.036797181,52,0,0.198251479,11666.0,16,0,2,0,2.0
141826,0,0.394297644,42,0,0.401802247,8100.0,15,0,4,0,1.0
51602,0,0.445110978,36,0,0.355612682,3500.0,6,0,2,0,1.0
46212,0,0.483495616,44,0,0.648381646,7692.0,10,0,3,0,0.0
32033,0,0.239842403,57,0,0.181818182,2529.0,2,0,0,0,2.0
71466,0,0.792888444,52,0,0.503441053,6683.0,18,0,2,0,5.0
117235,0,0.009695731,65,0,6525.0,6670.22123739,9,0,2,0,0.0
40734,0,0.008380976,44,0,0.339758477,12917.0,7,0,2,0,3.0
132510,0,0.021163659,61,0,0.412627369,10500.0,11,0,2,0,0.0
141172,0,0.657306998,60,0,0.449621592,10966.0,9,0,2,0,1.0
47318,0,0.989839119,34,4,1694.0,6670.22123739,10,1,1,0,0.757222267861
439,0,0.0,59,0,862.0,6670.22123739,2,0,1,0,0.0
31999,0,0.058520449,72,0,0.387576553,8000.0,15,0,2,0,0.0
13530,0,0.929690103,32,0,0.525309735,2824.0,5,0,1,0,2.0
95,0,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0
97505,0,0.9999999,27,0,0.0,2500.0,1,0,0,0,0.0
19323,0,0.141849225,33,0,0.361163884,10000.0,8,0,1,0,0.0
9006,0,0.410886304,48,0,0.116876819,6185.0,3,0,1,0,2.0
72514,0,0.00212579,66,1,8.57e-05,58333.0,13,0,0,0,0.0
13144,0,0.167123169,62,0,0.627688579,3300.0,5,0,2,0,0.0
128281,0,0.392709382,50,0,0.208982738,5966.0,5,0,0,0,0.0
140520,0,0.013190283,45,0,0.003230272,4333.0,3,0,0,0,0.0
74809,0,0.00860487,76,0,12.0,6670.22123739,7,0,0,0,0.0
106850,0,0.529074399,54,0,0.425669241,9450.0,10,0,2,0,1.0
80941,0,0.992234869,47,4,0.175962369,10416.0,4,0,2,1,4.0
67316,0,1.428571429,33,2,0.200672447,5650.0,9,2,0,0,3.0
107393,0,0.029236218,64,0,629.0,6670.22123739,6,0,1,0,0.757222267861
10981,0,0.040612792,62,0,3587.0,6670.22123739,7,0,1,0,0.0
70542,0,0.168958819,42,0,0.913496613,3837.0,11,0,2,0,0.0
31339,0,0.018544331,54,0,0.41924646,4166.0,13,0,1,0,0.0
104804,0,0.662838185,65,0,0.629761016,5355.0,17,0,1,0,0.0
56730,0,0.293868245,40,0,0.510748209,6000.0,2,0,1,0,0.0
31272,0,0.323278796,48,0,0.48856183,6250.0,7,0,1,0,0.0
76071,0,0.070707397,41,0,0.287942412,5000.0,5,0,2,0,0.0
36052,0,0.001830223,71,0,2119.0,6670.22123739,17,0,2,0,0.0
25490,0,0.000764661,39,0,0.362826483,9877.0,7,0,2,0,2.0
47595,0,0.063917443,87,0,47.0,6670.22123739,3,0,0,0,0.0
55698,0,0.074012204,60,0,0.229054132,8700.0,6,0,1,0,3.0
113592,0,0.167686405,63,0,0.338326406,12750.0,18,0,2,0,1.0
67409,0,0.9999999,90,0,0.0,2226.0,6,0,0,0,1.0
100775,0,0.845492937,55,1,0.38483912,5500.0,9,0,1,0,0.0
100629,0,0.390839202,35,0,0.695908733,5083.0,7,0,1,0,0.0
12289,0,0.525768048,45,0,0.497071847,7000.0,8,0,1,0,1.0
104494,0,0.955223881,64,0,0.047825362,6000.0,4,0,0,0,0.0
28217,0,0.043652014,74,0,0.013088529,5500.0,5,0,0,0,0.0
133026,0,0.29714897,63,0,0.772250423,2954.0,10,0,2,1,0.0
123252,0,0.0,37,0,229.5,1.0,4,0,1,0,4.0
79745,0,0.0,52,0,0.198520099,15000.0,3,0,1,0,1.0
20328,0,0.9999999,35,0,235.0,0.0,4,0,0,0,0.0
20336,0,0.268494046,64,0,0.195850519,8000.0,9,0,1,0,2.0
45500,0,0.002835371,83,0,9.0,6670.22123739,4,0,0,0,0.0
19673,0,0.146937937,60,0,0.098938948,18000.0,4,0,1,0,0.0
30955,0,0.387922211,54,0,0.111195159,1321.0,2,0,0,0,0.0
60046,0,0.493715643,54,0,0.362483487,3784.0,8,0,1,0,0.0
4328,0,0.013137341,39,2,0.375825292,7875.0,12,0,2,0,3.0
89669,0,0.60087063,42,1,0.254936266,4000.0,6,0,0,0,2.0
38055,0,0.229897509,41,0,1.667474258,1650.0,7,0,2,0,0.0
123279,0,0.026931538,80,0,0.318521285,2677.0,3,0,1,0,0.0
100739,0,0.375868539,44,0,0.54281744,5756.0,10,0,1,0,2.0
44465,0,0.057470025,46,0,0.319743422,9197.0,11,0,2,0,2.0
15532,0,1.268977585,37,1,0.605445316,6500.0,8,0,1,0,1.0
57932,0,0.182317119,36,0,0.757452324,5400.0,9,0,1,0,0.0
35046,0,0.0,74,0,0.017800262,5336.0,10,0,0,0,1.0
83277,0,0.059631011,53,0,0.136626945,12083.0,13,0,1,0,0.0
105842,0,0.115368078,32,0,0.187546363,22916.0,25,0,1,0,0.0
70400,0,0.053767852,67,0,0.084878532,10084.0,8,0,0,0,0.0
112653,0,0.111075557,75,2,83.0,0.0,13,1,0,0,0.0
12678,0,0.225070715,39,1,0.497987599,9192.0,18,0,2,0,1.0
45812,0,0.006114572,56,0,0.15693489,6250.0,5,0,2,0,1.0
73751,0,0.0,50,0,0.332596569,9500.0,11,0,3,0,1.0
102558,0,0.009553433,58,0,1.0,6670.22123739,2,0,0,0,0.757222267861
39805,0,0.512184013,66,1,0.774206194,7652.0,11,0,1,0,1.0
6027,0,0.004475056,86,0,0.09001938,10319.0,5,0,1,0,0.0
102732,0,0.005649361,62,0,1231.0,6670.22123739,10,0,1,0,0.0
30216,0,0.275752471,36,0,0.412041116,6809.0,13,0,1,0,0.0
67021,0,0.944819737,60,0,0.545379402,6048.0,17,0,2,0,0.0
130279,0,0.054423216,71,0,0.244851867,7526.0,7,0,2,0,0.0
103732,0,0.128347826,56,0,0.361540598,10800.0,14,0,3,0,2.0
18726,0,0.333236115,48,0,2369.0,6670.22123739,7,0,3,0,0.0
77227,0,0.330452805,64,0,846.0,6670.22123739,14,0,0,0,0.0
84964,0,0.48360057,59,0,1.040107465,5210.0,15,0,3,0,0.0
90989,0,0.401644962,37,0,0.825034993,5000.0,20,0,6,0,0.0
110576,0,0.504351136,63,0,0.427623786,4220.0,8,0,1,0,0.0
43077,0,0.854845806,65,1,0.305525353,10116.0,6,0,0,0,0.0
44779,0,0.9999999,37,0,134.0,6670.22123739,3,2,0,1,3.0
21552,0,0.797809208,37,1,0.513831259,4337.0,13,0,0,0,3.0
58141,0,0.017749756,80,0,0.184346878,11000.0,19,0,1,0,0.0
146595,0,0.009392928,56,0,0.177743954,5912.0,15,0,1,0,1.0
96972,0,0.31772012,50,0,3010.0,6670.22123739,4,0,2,0,2.0
54403,0,0.010620119,50,0,0.056587091,7916.0,7,0,1,0,0.0
112158,0,0.581614858,67,0,0.60901721,7030.0,14,0,2,0,2.0
48834,0,0.150664697,75,0,44.0,6670.22123739,1,0,0,0,0.757222267861
141351,0,0.087020042,53,0,0.209129512,5651.0,11,0,1,0,2.0
20578,0,0.017322544,73,0,0.003554766,4500.0,6,0,0,0,1.0
16083,0,0.022541635,54,0,0.235802272,6250.0,10,0,1,0,3.0
93568,0,0.064792212,57,0,0.135826906,14650.0,5,0,1,0,1.0
19142,0,0.041054328,50,0,0.162734906,2500.0,10,0,0,0,0.0
54569,0,0.144218661,39,0,0.605403656,6180.0,10,0,2,0,3.0
8294,0,0.114207661,53,0,0.404049873,10666.0,10,0,3,0,1.0
25362,0,0.9999999,39,3,1.535027898,1612.0,1,0,1,1,3.0
126405,0,0.0,79,0,0.385523127,9490.0,13,0,3,0,0.0
147752,0,0.074383397,35,0,881.0,6670.22123739,8,0,1,0,0.0
30163,0,0.123690274,44,0,0.253587631,10800.0,5,0,2,0,5.0
79900,0,0.111020408,53,0,0.340280806,11466.0,8,0,3,0,3.0
110900,0,0.00554095,51,0,0.342255038,6500.0,6,0,1,0,0.0
124196,0,0.227262458,59,1,0.715138593,7034.0,34,0,2,0,1.0
69706,0,0.035173403,60,0,0.116876255,9462.0,8,0,1,0,0.0
140899,0,0.140845276,63,0,0.325739614,9700.0,16,0,2,0,0.0
17508,0,0.134304106,36,0,0.29696288,5333.0,13,0,1,0,1.0
111129,0,0.286095187,42,0,0.264635888,2100.0,2,0,0,0,2.0
108762,0,0.563518742,48,0,0.300379975,15000.0,8,0,1,0,0.0
53975,0,0.42205344,58,0,6.233741301,4166.0,18,0,0,0,0.0
137125,0,0.766244045,62,0,2.474221542,1958.0,11,0,2,0,0.0
143350,0,0.0,59,0,0.157466904,25833.0,8,0,1,0,0.0
26705,0,0.85593092,55,0,3292.0,6670.22123739,6,0,3,0,0.0
107620,0,0.9999999,62,0,0.061371289,6533.0,2,0,0,0,0.0
58691,0,0.252948543,36,1,0.306716315,7250.0,8,0,1,0,0.0
80686,0,0.009612809,64,0,2763.0,6670.22123739,13,0,2,0,0.0
101572,0,0.189039002,69,0,0.376059423,10500.0,18,0,1,0,0.0
38594,0,0.055082567,69,0,0.00559888,5000.0,3,0,0,0,0.0
97579,0,0.0451658,55,1,0.226220696,6696.0,11,0,2,0,0.0
72141,0,0.332156756,44,0,0.292724196,6500.0,8,0,2,0,0.0
107436,0,0.270594587,63,0,0.549207766,4480.0,9,0,2,0,1.0
60978,0,0.336864869,55,0,1394.0,6670.22123739,14,0,0,0,0.0
41874,0,0.0902459,56,0,0.103778302,14000.0,11,0,1,0,3.0
3855,0,0.506618417,38,0,159.0,6670.22123739,4,0,0,0,0.757222267861
126542,0,0.058998265,41,0,2801.0,6670.22123739,8,0,2,0,0.0
133236,0,0.092168216,74,0,0.035438552,7900.0,4,0,0,0,0.0
144717,0,0.513103587,32,0,0.532580569,4250.0,10,0,1,0,1.0
653,0,0.0,33,0,0.238212526,2841.0,9,0,0,0,0.0
67167,0,0.332659691,58,5,0.505785037,19100.0,16,0,3,0,0.0
142395,0,0.9999999,49,0,0.571113561,906.0,2,0,1,0,0.0
141076,0,0.023755628,39,0,0.412235106,2500.0,6,0,1,0,0.0
36555,0,0.9999999,60,0,24.0,6670.22123739,1,0,0,0,0.0
56515,0,0.086805104,59,0,0.495787094,9731.0,9,0,2,0,2.0
78601,0,0.072071941,63,0,3180.0,6670.22123739,5,0,2,0,0.0
48074,0,0.012019991,71,1,0.082312327,14772.0,14,0,1,0,1.0
53670,0,0.037315109,62,0,2543.0,6670.22123739,17,0,2,0,0.0
33157,0,0.199745674,43,0,0.328645204,9100.0,14,0,1,0,4.0
148517,0,0.024460911,76,0,0.00430703,6500.0,3,0,0,0,0.0
131123,0,0.053811528,55,0,0.01089891,10000.0,4,0,0,0,3.0
32205,0,0.0,39,0,0.551765513,5833.0,5,0,1,0,0.0
138123,0,0.013479666,81,0,0.38791883,2118.0,13,0,1,0,0.0
125923,0,0.03739626,37,3,0.489981316,15520.0,10,0,6,0,0.0
86124,0,0.165109534,52,0,4317.0,0.0,5,0,1,0,3.0
15500,0,0.030610204,75,0,0.344286942,4655.0,16,0,1,0,0.0
30233,0,0.038800016,69,1,0.12782194,9434.0,8,0,0,0,0.0
93351,0,0.292150436,50,0,0.401047828,5916.0,9,0,1,0,1.0
59499,0,0.079033587,57,0,0.317165185,3710.0,9,0,2,0,3.0
116225,0,0.074581728,28,0,0.415116977,3333.0,13,0,1,0,0.0
100741,0,0.000179635,26,0,0.001052078,1900.0,8,0,0,0,0.0
112168,0,0.060321283,35,0,0.123309897,5546.0,8,0,0,0,0.0
145680,0,0.0,64,0,1254.0,1.0,10,0,1,0,0.0
65597,0,0.534301439,38,1,0.542862433,5400.0,14,0,2,0,0.0
72558,0,0.018145215,77,0,487.0,6670.22123739,9,0,1,0,0.0
5272,0,0.658613797,42,0,0.6248,4999.0,14,0,0,0,0.0
140069,0,0.031570448,59,0,0.132463575,10500.0,10,0,1,0,0.0
122275,0,0.039837758,43,0,0.441778188,6500.0,7,0,2,0,2.0
45366,0,0.330669331,21,0,0.013824885,650.0,1,0,0,0,0.0
95332,0,0.042626423,46,0,1.128766141,2787.0,9,0,2,0,2.0
48624,0,0.046588262,33,0,0.098350118,4666.0,6,0,0,0,2.0
23562,0,0.021408248,76,0,0.00733089,3000.0,5,0,0,0,0.0
119966,0,0.391282609,79,0,0.527795734,3093.0,10,0,0,0,0.0
79515,0,0.874251497,26,1,0.012489592,1200.0,2,0,0,0,0.0
19273,0,0.9999999,33,0,0.663885578,2516.0,4,0,1,0,0.0
52306,0,0.171886851,60,0,0.297740452,5000.0,13,0,1,0,2.0
76790,0,0.199789511,45,0,0.610675281,6500.0,6,0,2,0,2.0
56479,0,0.9999999,50,0,0.456181626,8500.0,3,0,1,0,3.0
24028,0,0.9999999,70,0,0.0,6670.22123739,2,0,0,0,0.757222267861
78442,0,0.002266516,48,0,0.027063058,7500.0,3,0,0,0,1.0
104465,0,0.585120744,64,0,0.311426234,11000.0,9,0,1,0,1.0
80778,0,0.693040453,66,0,0.419081362,7902.0,13,0,3,0,0.0
71400,0,0.359653669,70,0,0.458853942,4641.0,10,1,2,1,1.0
91015,0,0.017997883,64,0,2686.0,6670.22123739,7,0,1,0,0.0
20280,0,0.379317392,42,0,0.201550388,8900.0,7,0,1,0,3.0
97279,0,0.988828357,32,0,0.660484286,1940.0,9,0,0,0,1.0
109504,0,0.014291814,46,0,18.0,6670.22123739,8,0,0,0,0.0
22818,0,0.284617477,33,0,0.346304553,7400.0,8,0,1,0,0.0
143901,0,0.365142641,76,0,0.715101749,2800.0,12,0,2,0,0.0
29116,0,0.0,69,0,0.881277213,3444.0,7,0,3,0,1.0
138640,0,0.352215928,26,0,15.5,1.0,2,0,0,0,0.0
47656,0,0.07005361,61,0,0.125059927,14600.0,6,0,1,0,3.0
111922,0,0.01296363,71,0,0.004761905,3989.0,7,0,0,0,1.0
97481,0,0.586283931,56,0,2495.0,6670.22123739,4,0,1,0,1.0
89961,0,0.035021485,59,0,0.250614558,24000.0,23,0,2,0,1.0
67133,0,0.199745266,45,0,0.134310948,6000.0,14,0,0,0,3.0
